,class,precision,recall,AP,interpolated precision,interpolated recall,total positives,total TP,total FP
0,object,"[1.         0.5        0.66666667 0.5        0.4        0.33333333
 0.28571429 0.25       0.22222222 0.3        0.27272727 0.33333333
 0.38461538 0.42857143 0.4        0.375      0.35294118 0.33333333
 0.31578947 0.3        0.28571429 0.27272727 0.30434783 0.29166667]","[0.06666667 0.06666667 0.13333333 0.13333333 0.13333333 0.13333333
 0.13333333 0.13333333 0.13333333 0.2        0.2        0.26666667
 0.33333333 0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.46666667 0.46666667]",0.24568668046928915,"[1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.4, 0.375, 0.35294117647058826, 0.3333333333333333, 0.3157894736842105, 0.30434782608695654, 0.30434782608695654, 0.30434782608695654, 0.30434782608695654, 0.2916666666666667]","[0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.26666666666666666, 0.3333333333333333, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4666666666666667, 0.4666666666666667]",15,7.0,17.0
